generation,fitness,migration_step
1.0,111.76414920648865,0.0
2.0,111.76414920648865,0.0
3.0,111.76414920648865,0.0
4.0,111.76414920648865,0.0
5.0,111.76414920648865,0.0
6.0,111.76414920648865,0.0
7.0,111.76414920648865,0.0
8.0,111.76414920648865,0.0
9.0,111.76414920648865,0.0
10.0,111.76414920648865,0.0
11.0,111.76414920648865,0.0
12.0,111.76414920648865,0.0
13.0,111.76414920648865,0.0
14.0,111.76414920648865,0.0
15.0,111.76414920648865,0.0
16.0,111.76414920648865,0.0
17.0,111.76414920648865,0.0
18.0,111.76414920648865,0.0
19.0,111.76414920648865,0.0
20.0,111.76414920648865,0.0
21.0,111.76414920648865,0.0
22.0,109.21324707153441,0.0
23.0,128.25067743704125,0.0
24.0,128.25067743704125,0.0
25.0,128.25067743704125,0.0
26.0,199.00112963099116,0.0
27.0,199.00112963099116,0.0
28.0,199.00112963099116,0.0
29.0,199.00112963099116,0.0
30.0,199.00112963099116,0.0
31.0,199.00112963099116,0.0
32.0,199.00112963099116,0.0
33.0,199.00112963099116,0.0
34.0,299.83863524617595,0.0
35.0,315.49140874813,0.0
36.0,315.49140874813,0.0
37.0,315.49140874813,0.0
38.0,315.49140874813,0.0
39.0,315.49140874813,0.0
40.0,317.54177804288247,0.0
41.0,317.54177804288247,0.0
42.0,664.3863231274461,0.0
43.0,664.3863231274461,0.0
44.0,664.3863231274461,0.0
45.0,664.3863231274461,0.0
46.0,715.8088394648586,0.0
47.0,715.8088394648586,0.0
48.0,715.8088394648586,0.0
49.0,715.8088394648586,0.0
50.0,715.8088394648586,0.0
51.0,715.8088394648586,0.0
52.0,715.8088394648586,0.0
53.0,715.8088394648586,0.0
54.0,715.8088394648586,0.0
55.0,715.8088394648586,0.0
56.0,715.8088394648586,0.0
57.0,715.8088394648586,0.0
58.0,715.8088394648586,0.0
59.0,715.8088394648586,0.0
60.0,715.8088394648586,0.0
61.0,715.8088394648586,0.0
62.0,715.8088394648586,0.0
63.0,715.8088394648586,0.0
64.0,715.8088394648586,0.0
65.0,715.8088394648586,0.0
66.0,715.8088394648586,0.0
67.0,715.8088394648586,0.0
68.0,715.8088394648586,0.0
69.0,715.8088394648586,0.0
70.0,257.85055573744154,0.0
71.0,257.85055573744154,0.0
72.0,257.85055573744154,0.0
73.0,258.7087562272885,0.0
74.0,260.2668015450622,0.0
75.0,260.2668015450622,0.0
76.0,260.2668015450622,0.0
77.0,260.2668015450622,0.0
78.0,260.2668015450622,0.0
79.0,260.2668015450622,0.0
80.0,260.8152678617537,0.0
81.0,260.8152678617537,0.0
82.0,260.8152678617537,0.0
83.0,260.9949680408853,0.0
84.0,261.19598186851033,0.0
85.0,261.19598186851033,0.0
86.0,262.1516180564584,0.0
87.0,262.1516180564584,0.0
88.0,262.1516180564584,0.0
89.0,262.1516180564584,0.0
90.0,262.1516180564584,0.0
91.0,262.1516180564584,0.0
