generation,fitness,migration_step
1.0,15.885024587935787,0.0
2.0,21.597022104766747,0.0
3.0,21.597022104766747,0.0
4.0,21.597022104766747,0.0
5.0,21.597022104766747,0.0
6.0,21.597022104766747,0.0
7.0,21.597022104766747,0.0
8.0,21.597022104766747,0.0
9.0,21.597022104766747,0.0
10.0,21.597022104766747,0.0
11.0,21.597022104766747,0.0
12.0,21.597022104766747,0.0
13.0,21.597022104766747,0.0
14.0,22.263370697783596,0.0
15.0,22.263370697783596,0.0
16.0,22.263370697783596,0.0
17.0,27.080198835137406,0.0
18.0,27.080198835137406,0.0
19.0,27.16902266850645,0.0
20.0,75.48207707508595,0.0
21.0,75.48207707508595,0.0
22.0,75.48207707508595,0.0
23.0,75.48207707508595,0.0
24.0,84.53674756509153,0.0
25.0,84.53674756509153,0.0
26.0,84.53674756509153,0.0
27.0,84.53674756509153,0.0
28.0,84.53674756509153,0.0
29.0,84.53674756509153,0.0
30.0,84.53674756509153,0.0
31.0,84.53674756509153,0.0
32.0,151.9564899747197,0.0
33.0,151.9564899747197,0.0
34.0,151.9564899747197,0.0
35.0,151.9564899747197,0.0
36.0,151.9564899747197,0.0
37.0,151.9564899747197,0.0
38.0,151.9564899747197,0.0
39.0,151.9564899747197,0.0
40.0,151.9564899747197,0.0
41.0,151.9564899747197,0.0
42.0,151.9564899747197,0.0
43.0,151.9564899747197,0.0
44.0,151.9564899747197,0.0
45.0,151.9564899747197,0.0
46.0,151.9564899747197,0.0
47.0,151.9564899747197,0.0
48.0,197.79291110409002,0.0
49.0,197.79291110409002,0.0
50.0,197.79291110409002,0.0
51.0,197.79291110409002,0.0
52.0,197.79291110409002,0.0
53.0,197.79291110409002,0.0
54.0,197.79291110409002,0.0
55.0,197.79291110409002,0.0
56.0,197.79291110409002,0.0
57.0,197.79291110409002,0.0
58.0,197.79291110409002,0.0
59.0,197.79291110409002,0.0
60.0,197.79291110409002,0.0
61.0,197.79291110409002,0.0
62.0,197.79291110409002,0.0
63.0,197.79291110409002,0.0
64.0,197.79291110409002,0.0
65.0,197.79291110409002,0.0
66.0,197.79291110409002,0.0
67.0,197.79291110409002,0.0
68.0,197.79291110409002,0.0
69.0,197.79291110409002,0.0
70.0,197.79291110409002,0.0
71.0,197.79291110409002,0.0
72.0,197.79291110409002,0.0
73.0,197.79291110409002,0.0
74.0,197.79291110409002,0.0
75.0,197.79291110409002,0.0
76.0,197.79291110409002,0.0
77.0,197.79291110409002,0.0
78.0,197.79291110409002,0.0
79.0,197.79291110409002,0.0
80.0,197.79291110409002,0.0
81.0,197.79291110409002,0.0
82.0,197.79291110409002,0.0
83.0,197.79291110409002,0.0
84.0,197.79291110409002,0.0
85.0,197.79291110409002,0.0
86.0,197.79291110409002,0.0
87.0,197.79291110409002,0.0
88.0,197.79291110409002,0.0
89.0,197.79291110409002,0.0
90.0,197.79291110409002,0.0
91.0,197.79291110409002,0.0
92.0,197.79291110409002,0.0
93.0,197.79291110409002,0.0
94.0,197.79291110409002,0.0
95.0,197.79291110409002,0.0
96.0,197.79291110409002,0.0
97.0,197.79291110409002,0.0
98.0,197.79291110409002,0.0
99.0,197.79291110409002,0.0
100.0,197.79291110409002,0.0
101.0,197.79291110409002,0.0
102.0,197.79291110409002,0.0
103.0,197.79291110409002,0.0
104.0,197.79291110409002,0.0
105.0,197.79291110409002,0.0
106.0,197.79291110409002,0.0
107.0,197.79291110409002,0.0
108.0,197.79291110409002,0.0
109.0,197.79291110409002,0.0
110.0,197.79291110409002,0.0
111.0,197.79291110409002,0.0
112.0,197.79291110409002,0.0
113.0,197.79291110409002,0.0
114.0,197.79291110409002,0.0
115.0,197.79291110409002,0.0
116.0,197.79291110409002,0.0
117.0,197.79291110409002,0.0
118.0,197.79291110409002,0.0
119.0,197.79291110409002,0.0
120.0,197.79291110409002,0.0
121.0,197.79291110409002,0.0
122.0,197.79291110409002,0.0
123.0,197.79291110409002,0.0
124.0,197.79291110409002,0.0
