generation,fitness,migration_step
1.0,47.95135408877094,0.0
2.0,48.28793026618678,0.0
3.0,48.28793026618678,0.0
4.0,48.28793026618678,0.0
5.0,48.28793026618678,0.0
6.0,48.28793026618678,0.0
7.0,48.28793026618678,0.0
8.0,48.28793026618678,0.0
9.0,48.28793026618678,0.0
10.0,48.28793026618678,0.0
11.0,48.28793026618678,0.0
12.0,48.28793026618678,0.0
13.0,48.28793026618678,0.0
14.0,48.28793026618678,0.0
15.0,48.28793026618678,0.0
16.0,48.28793026618678,0.0
17.0,48.28793026618678,0.0
18.0,48.28793026618678,0.0
19.0,48.28793026618678,0.0
20.0,48.28793026618678,0.0
21.0,48.28793026618678,0.0
22.0,48.28793026618678,0.0
23.0,48.852833539337254,0.0
24.0,53.23673172628667,0.0
25.0,53.23673172628667,0.0
26.0,53.23673172628667,0.0
27.0,66.81200152974519,0.0
28.0,66.81200152974519,0.0
29.0,75.40192876285916,0.0
30.0,75.40192876285916,0.0
31.0,75.40192876285916,0.0
32.0,75.40192876285916,0.0
33.0,75.40192876285916,0.0
34.0,77.43315267247304,0.0
35.0,77.43315267247304,0.0
36.0,77.43315267247304,0.0
37.0,77.43315267247304,0.0
38.0,77.43315267247304,0.0
39.0,77.43315267247304,0.0
40.0,77.43315267247304,0.0
41.0,77.43315267247304,0.0
42.0,77.43315267247304,0.0
43.0,77.43315267247304,0.0
44.0,77.43315267247304,0.0
45.0,77.43315267247304,0.0
46.0,77.43315267247304,0.0
47.0,77.43315267247304,0.0
48.0,77.43315267247304,0.0
49.0,77.43315267247304,0.0
50.0,77.43315267247304,0.0
51.0,77.43315267247304,0.0
52.0,77.43315267247304,0.0
53.0,77.43315267247304,0.0
54.0,77.43315267247304,0.0
55.0,77.43315267247304,0.0
56.0,77.43315267247304,0.0
57.0,77.43315267247304,0.0
58.0,92.51125643767423,0.0
59.0,92.51125643767423,0.0
60.0,92.51125643767423,0.0
61.0,92.51125643767423,0.0
62.0,92.51125643767423,0.0
63.0,92.51125643767423,0.0
64.0,92.51125643767423,0.0
65.0,92.51125643767423,0.0
66.0,110.68716932630008,0.0
67.0,110.68716932630008,0.0
68.0,110.68716932630008,0.0
69.0,115.98359345804151,0.0
70.0,115.98359345804151,0.0
71.0,115.98359345804151,0.0
72.0,115.98359345804151,0.0
73.0,115.98359345804151,0.0
74.0,115.98359345804151,0.0
75.0,115.98359345804151,0.0
76.0,115.98359345804151,0.0
77.0,115.98359345804151,0.0
78.0,115.98359345804151,0.0
79.0,115.98359345804151,0.0
80.0,115.98359345804151,0.0
81.0,115.98359345804151,0.0
82.0,115.98359345804151,0.0
83.0,115.98359345804151,0.0
84.0,115.98359345804151,0.0
85.0,115.98359345804151,0.0
86.0,115.98359345804151,0.0
87.0,115.98359345804151,0.0
88.0,115.98359345804151,0.0
89.0,115.98359345804151,0.0
90.0,115.98359345804151,0.0
91.0,115.98359345804151,0.0
92.0,115.98359345804151,0.0
93.0,115.98359345804151,0.0
94.0,115.98359345804151,0.0
95.0,115.98359345804151,0.0
96.0,115.98359345804151,0.0
97.0,115.98359345804151,0.0
98.0,115.98359345804151,0.0
99.0,115.98359345804151,0.0
100.0,115.98359345804151,0.0
101.0,115.98359345804151,0.0
102.0,115.98359345804151,0.0
103.0,115.98359345804151,0.0
104.0,115.98359345804151,0.0
105.0,115.98359345804151,0.0
106.0,115.98359345804151,0.0
107.0,115.98359345804151,0.0
108.0,115.98359345804151,0.0
109.0,115.98359345804151,0.0
110.0,115.98359345804151,0.0
111.0,115.98359345804151,0.0
112.0,115.98359345804151,0.0
113.0,115.98359345804151,0.0
114.0,115.98359345804151,0.0
115.0,115.98359345804151,0.0
116.0,115.98359345804151,0.0
117.0,115.98359345804151,0.0
118.0,115.98359345804151,0.0
119.0,115.98359345804151,0.0
120.0,115.98359345804151,0.0
1.0,115.98359345804151,1.0
2.0,116.66649905685239,1.0
3.0,116.66649905685239,1.0
4.0,116.66649905685239,1.0
5.0,116.66649905685239,1.0
6.0,116.66649905685239,1.0
7.0,116.66649905685239,1.0
8.0,116.66649905685239,1.0
9.0,116.66649905685239,1.0
10.0,116.66649905685239,1.0
11.0,120.9160826304633,1.0
12.0,120.9160826304633,1.0
13.0,120.9160826304633,1.0
14.0,130.41107030799887,1.0
15.0,130.41107030799887,1.0
16.0,130.41107030799887,1.0
17.0,130.41107030799887,1.0
18.0,130.41107030799887,1.0
19.0,130.41107030799887,1.0
20.0,130.41107030799887,1.0
21.0,130.41107030799887,1.0
22.0,130.41107030799887,1.0
23.0,130.41107030799887,1.0
24.0,130.41107030799887,1.0
25.0,130.41107030799887,1.0
26.0,130.41107030799887,1.0
27.0,130.41107030799887,1.0
28.0,130.41107030799887,1.0
29.0,130.41107030799887,1.0
30.0,130.41107030799887,1.0
31.0,130.41107030799887,1.0
32.0,130.41107030799887,1.0
33.0,130.41107030799887,1.0
34.0,130.41107030799887,1.0
35.0,130.41107030799887,1.0
36.0,130.41107030799887,1.0
37.0,108.34076030918156,1.0
38.0,108.34076030918156,1.0
39.0,84.40231166038059,1.0
40.0,84.40231166038059,1.0
41.0,84.40231166038059,1.0
42.0,84.40231166038059,1.0
43.0,94.96960103962957,1.0
44.0,94.96960103962957,1.0
45.0,94.96960103962957,1.0
46.0,119.59753928576431,1.0
47.0,120.70277090626374,1.0
48.0,120.70277090626374,1.0
49.0,120.70277090626374,1.0
50.0,120.70277090626374,1.0
51.0,240.33545671417463,1.0
52.0,240.33545671417463,1.0
53.0,240.33545671417463,1.0
54.0,240.33545671417463,1.0
55.0,240.33545671417463,1.0
56.0,240.33545671417463,1.0
57.0,240.33545671417463,1.0
58.0,240.33545671417463,1.0
59.0,240.33545671417463,1.0
60.0,240.33545671417463,1.0
61.0,240.33545671417463,1.0
62.0,240.33545671417463,1.0
63.0,240.33545671417463,1.0
64.0,240.33545671417463,1.0
65.0,240.33545671417463,1.0
66.0,240.70445741694306,1.0
67.0,240.70445741694306,1.0
68.0,240.70445741694306,1.0
69.0,240.70445741694306,1.0
70.0,240.70445741694306,1.0
71.0,240.70445741694306,1.0
72.0,240.70445741694306,1.0
73.0,240.70445741694306,1.0
74.0,240.70445741694306,1.0
75.0,240.70445741694306,1.0
